瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 惑措嚼档(%),钦拌 老荤樊(MJ/m2)
127,面林,2024-01-01,2.8,90.5,5.63
127,面林,2024-01-02,2.1,89.5,1.97
127,面林,2024-01-03,.9,87.1,2.21
127,面林,2024-01-04,-.6,78.9,10.21
127,面林,2024-01-05,3,84.6,3.75
127,面林,2024-01-06,-.2,69.3,11.22
127,面林,2024-01-07,-3,53.1,10.05
127,面林,2024-01-08,-6.1,58.5,10.98
127,面林,2024-01-09,-2,77.3,1.39
127,面林,2024-01-10,-.1,84.6,4.53
127,面林,2024-01-11,0,75.9,4.17
127,面林,2024-01-12,1.1,65.1,10.22
127,面林,2024-01-13,-2.3,59.3,11.14
127,面林,2024-01-14,-.9,82.1,3.89
127,面林,2024-01-15,-2.3,59.6,11.35
127,面林,2024-01-16,-4,71.5,10.18
127,面林,2024-01-17,0,85.1,3.07
127,面林,2024-01-18,4.1,87.4,2.18
127,面林,2024-01-19,5.1,65.9,4.25
127,面林,2024-01-20,3.8,73.3,1.01
127,面林,2024-01-21,3.2,76.6,5.23
127,面林,2024-01-22,-6.7,63.1,5.69
127,面林,2024-01-23,-10.8,55.6,8.85
127,面林,2024-01-24,-8.6,54.3,11.27
127,面林,2024-01-25,-7,58,12.22
127,面林,2024-01-26,-3.9,69.5,12.52
127,面林,2024-01-27,-2.2,72.3,10.47
127,面林,2024-01-28,-1.4,68.8,10.98
127,面林,2024-01-29,-2.9,72.3,12.4
127,面林,2024-01-30,-1.6,69.3,12.81
127,面林,2024-01-31,3.2,59.9,12.61
127,面林,2024-02-01,2.5,66.3,6.07
127,面林,2024-02-02,3,60.9,8.89
127,面林,2024-02-03,3.3,71.4,6.98
127,面林,2024-02-04,5.3,71.5,6.96
127,面林,2024-02-05,2.9,76.4,4.61
127,面林,2024-02-06,1.2,81,3.81
127,面林,2024-02-07,.2,72.6,5.05
127,面林,2024-02-08,0,74.9,13.15
127,面林,2024-02-09,-.6,71,12.81
127,面林,2024-02-10,-.2,70.8,8.97
127,面林,2024-02-11,-.6,73.1,7.32
127,面林,2024-02-12,1.9,66.5,15.22
127,面林,2024-02-13,6,69.3,14.15
127,面林,2024-02-14,10.8,76.6,7.13
127,面林,2024-02-15,5.8,89.9,.31
127,面林,2024-02-16,2.1,71.9,12.48
127,面林,2024-02-17,2.9,72.9,15.02
127,面林,2024-02-18,5.4,78.5,7.28
127,面林,2024-02-19,9.8,96.5,.74
127,面林,2024-02-20,5.2,86.4,2.15
127,面林,2024-02-21,3,85.9,2.67
127,面林,2024-02-22,.7,76.8,3.84
127,面林,2024-02-23,1.6,64.8,10.96
127,面林,2024-02-24,1.8,67.8,13.02
127,面林,2024-02-25,1.7,88.9,3.75
127,面林,2024-02-26,3.4,72.3,12.01
127,面林,2024-02-27,3.8,55.3,14.22
127,面林,2024-02-28,4.7,61.3,11.06
127,面林,2024-02-29,3.7,74,4.4
127,面林,2024-03-01,-2.5,33.3,19.03
127,面林,2024-03-02,-2,50.3,17.39
127,面林,2024-03-03,3.6,75.5,8.13
127,面林,2024-03-04,5.7,63.4,15.21
127,面林,2024-03-05,6.7,70.8,2.88
127,面林,2024-03-06,5.7,60.6,12.5
127,面林,2024-03-07,3.5,59.1,8.34
127,面林,2024-03-08,1.6,54.8,18.34
127,面林,2024-03-09,.9,47,20.04
127,面林,2024-03-10,2.4,51.6,20.09
127,面林,2024-03-11,4.8,58.3,9.82
127,面林,2024-03-12,4.6,79.4,6.51
127,面林,2024-03-13,4.7,63.5,19.95
127,面林,2024-03-14,6.1,57.4,20.29
127,面林,2024-03-15,7.7,55.4,20.2
127,面林,2024-03-16,10.7,50.6,18.85
127,面林,2024-03-17,9.3,48.9,13.18
127,面林,2024-03-18,6.6,37,20.87
127,面林,2024-03-19,5.6,56.9,5.11
127,面林,2024-03-20,3.9,51.5,14.77
127,面林,2024-03-21,3.5,55.1,1.55
127,面林,2024-03-22,9.3,58.4,17.62
127,面林,2024-03-23,13,64.6,19.62
127,面林,2024-03-24,14.6,43.5,19.7
127,面林,2024-03-25,9.6,64.1,6.65
127,面林,2024-03-26,5.7,81.3,7.82
127,面林,2024-03-27,9.1,72.3,18.9
127,面林,2024-03-28,9,87.4,2.63
127,面林,2024-03-29,8.5,73.6,8.6
127,面林,2024-03-30,8.9,62.6,14.73
127,面林,2024-03-31,9.7,52.8,21.29
127,面林,2024-04-01,11.4,45.9,23.09
127,面林,2024-04-02,15,43.1,18.93
127,面林,2024-04-03,14.4,81,4.88
127,面林,2024-04-04,12.7,60.6,5.84
127,面林,2024-04-05,13.7,52.5,18.04
127,面林,2024-04-06,11.5,62.3,15.11
127,面林,2024-04-07,14.1,52.3,23.48
127,面林,2024-04-08,15.6,54.3,15.9
127,面林,2024-04-09,13.6,39.3,18.45
127,面林,2024-04-10,13.4,48.3,18.4
127,面林,2024-04-11,14.5,67.6,14.96
127,面林,2024-04-12,16.1,60.4,24.21
127,面林,2024-04-13,18.2,52.4,25.25
127,面林,2024-04-14,20.1,46.4,24.04
127,面林,2024-04-15,16.7,73.3,3.58
127,面林,2024-04-16,15,71.9,17.43
127,面林,2024-04-17,14.7,67.6,24.23
127,面林,2024-04-18,16.7,58.5,25.29
127,面林,2024-04-19,16.9,52.5,24.36
127,面林,2024-04-20,13.6,83.8,3.91
127,面林,2024-04-21,16.4,71.9,9.09
127,面林,2024-04-22,17.2,55.6,20.45
127,面林,2024-04-23,16.5,53.9,22.54
127,面林,2024-04-24,13.4,75.8,9.8
127,面林,2024-04-25,14.4,71.1,21.5
127,面林,2024-04-26,16.7,63.3,22.67
127,面林,2024-04-27,17.9,60.8,27.35
127,面林,2024-04-28,19.3,59,24.67
127,面林,2024-04-29,17.9,63.5,9.3
127,面林,2024-04-30,17.5,73,11.89
127,面林,2024-05-01,16.5,48.9,21.79
127,面林,2024-05-02,15.6,56.5,27.88
127,面林,2024-05-03,17.3,56.5,28.55
127,面林,2024-05-04,19.7,58,27.96
127,面林,2024-05-05,18,84,3.27
127,面林,2024-05-06,15,88.1,3.11
127,面林,2024-05-07,13.4,76.8,4.32
127,面林,2024-05-08,13.4,63.4,24.38
127,面林,2024-05-09,14.9,62.4,27.31
127,面林,2024-05-10,16.9,57.4,27.96
